date,ano,section,title,url,palavras_chave,frame_predominante,area,abrangencia,instituicoes,pessoas
18/05/2026,2026,ciência,Navio de cruzeiro atingido por hantavírus atraca na Holanda,https://g1.globo.com/ciencia/noticia/2026/05/18/navio-de-cruzeiro-atingido-por-hantavirus-atraca-na-holanda.ghtml,"[""hantavírus"", ""navio de cruzeiro"", ""quarentena"", ""saúde pública"", ""Instituto Pasteur"", ""Organização Mundial da Saúde"", ""Oceanwide Expeditions""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""Agência de Saúde Pública do Canadá"", ""Organização Mundial da Saúde"", ""Instituto Pasteur""]",[]
18/05/2026,2026,ciência,SpaceX quer lançar nova versão do Starship; veja,https://www1.folha.uol.com.br/ciencia/2026/05/spacex-quer-lancar-nova-versao-do-foguete-starship-nesta-terca-19.shtml,"[""SpaceX"", ""Starship"", ""NASA"", ""voo de teste"", ""Boca Chica"", ""Super Heavy"", ""satélites Starlink""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""NASA""]",[]
19/05/2026,2026,ciência,Sugestões de IA em texto influenciam opinião de autores,https://www1.folha.uol.com.br/ciencia/2026/05/em-teste-sugestoes-de-ia-em-texto-influenciam-opiniao-de-autores-sem-que-eles-notem.shtml,"[""inteligência artificial"", ""opinião"", ""vieses"", ""manipulação"", ""pesquisa"", ""Universidade Cornell"", ""Universidade Bauhaus""]",RISCO_E_AMEACA,Ciências Sociais Aplicadas,INTERNACIONAL,"[""Universidade Cornell"", ""Universidade Bauhaus""]","[""Sterling Williams-Ceci"", ""Maurice Jakesch""]"
19/05/2026,2026,ciência,Cientistas desvendam história da domesticação do algodão,https://www1.folha.uol.com.br/ciencia/2026/05/cientistas-desvendam-a-historia-da-domesticacao-do-algodao.shtml,"[""algodão"", ""Gossypium hirsutum"", ""domesticação"", ""genômica"", ""diversidade genética"", ""agricultores"", ""Yucatán"", ""fibra""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade Estadual de Iowa""]","[""Jonathan Wendel"", ""Corrinne Grover""]"
19/05/2026,2026,ciência,Quanto da personalidade é definida quando nascemos?,https://www1.folha.uol.com.br/ciencia/2026/05/o-quanto-da-nossa-personalidade-e-definida-no-momento-em-que-nascemos.shtml,"[""personalidade"", ""gene do guerreiro"", ""MAOA"", ""comportamento agressivo"", ""genética"", ""gêmeos"", ""natureza ou criação"", ""big five""]",INCERTEZA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Amsterdam UMC""]","[""Abdelmalek Bayout"", ""Aysu Okbay"", ""Francis Galton""]"
19/05/2026,2026,ciência,O risco de um super El Niño aumentou?,https://www.bbc.com/portuguese/articles/clyp5v7ykk4o,"[""El Niño"", ""CPC/NOAA"", ""previsões climáticas"", ""aquecimento"", ""Kimberley Reid"", ""José Marengo"", ""Cemaden"", ""Universidade de Melbourne""]",INCERTEZA_CIENTIFICA,Ciências Ambientais,INTERNACIONAL,"[""CPC/NOAA"", ""Cemaden"", ""Universidade de Melbourne""]","[""Kimberley Reid"", ""José Marengo""]"
19/05/2026,2026,blog longevidade: modo de usar,Perimenopausa pode oferecer oportunidade para a prevenção de doenças cardíacas em mulheres,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2026/05/19/perimenopausa-pode-oferecer-oportunidade-para-a-prevencao-de-doencas-cardiacas-em-mulheres.ghtml,"[""perimenopausa"", ""saúde cardiovascular"", ""mulheres"", ""estrogênio"", ""estilo de vida"", ""American Heart Association"", ""Life’s Essential 8""]",RISCO_E_AMEACA,Ciências da Saúde,NACIONAL,"[""American Heart Association"", ""Orlando Health""]","[""Dra. Amrita Nayak""]"
19/05/2026,2026,ciência,A Copa do Mundo será decidida nestes gramados melhorados pela ciência,https://g1.globo.com/ciencia/noticia/2026/05/19/a-copa-do-mundo-sera-decidida-nestes-gramados-como-cientistas-o-aperfeicoaram-por-decadas.ghtml,"[""Copa do Mundo"", ""gramado"", ""pesquisadores"", ""Universidade do Tennessee"", ""Fifa"", ""jogadores"", ""experimentos""]",INOVACAO_TECNOLOGICA,Interdisciplinar,INTERNACIONAL,"[""Universidade do Tennessee"", ""Fifa""]","[""John Sorochan""]"
20/05/2026,2026,ciência,Como fêmeas de peixe-pescador evoluíram para atrair presas,https://www1.folha.uol.com.br/ciencia/2026/05/iscas-de-femeas-de-peixe-pescador-evoluiram-para-atrair-nao-so-presas-mas-parceiros.shtml,"[""peixes-pescadores"", ""evolução"", ""iscas"", ""bioluminescência"", ""árvore genealógica"", ""habitats""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Museu de História Natural do Condado de Los Angeles"", ""Universidade do Kansas"", ""Universidade Estadual de St. Cloud""]","[""Alex Maile"", ""Matthew Davis""]"
20/05/2026,2026,ciência,Baleias-jubartes viajam mais de 14 mil quilômetros,https://www1.folha.uol.com.br/ciencia/2026/05/baleias-jubartes-viajam-mais-de-14-mil-quilometros-entre-brasil-e-australia.shtml,"[""baleias-jubartes"", ""migração"", ""Cristina Castro"", ""Pacific Whale Foundation"", ""algoritmo de reconhecimento de imagem"", ""oceano"", ""comportamento animal""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""Royal Society Open Science"", ""Pacific Whale Foundation""]","[""Cristina Castro""]"
20/05/2026,2026,ciência,Mulheres na Ciência: premiação dará bolsas de R$ 50 mil,https://www1.folha.uol.com.br/ciencia/2026/05/cientistas-brasileiras-podem-concorrer-a-bolsas-de-r-50-mil-para-pesquisas.shtml,"[""mulheres na ciência"", ""premiação"", ""L’Oréal"", ""Unesco"", ""Academia Brasileira de Ciências"", ""bolsas-auxílio"", ""ciências da vida"", ""ciências da engenharia""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""L’Oréal"", ""Unesco"", ""Academia Brasileira de Ciências"", ""CNPq""]",[]
21/05/2026,2026,ciência,Como Elon Musk pode ficar trilionário com oferta de ações da SpaceX na bolsa,https://www.bbc.com/portuguese/articles/c3e2dkvz49wo,"[""SpaceX"", ""Elon Musk"", ""oferta pública inicial"", ""ações"", ""inteligência artificial"", ""Starlink"", ""mercado de ações""]",ECONOMIA_E_MERCADO,Interdisciplinar,INTERNACIONAL,"[""SpaceX"", ""Citrine Venture Partners""]","[""Elon Musk"", ""Ruth Foxe-Blader""]"
21/05/2026,2026,ciência,A disputa pelo retorno do dinossauro Irritator ao Brasil,https://g1.globo.com/ciencia/noticia/2026/05/21/a-disputa-pelo-retorno-do-dinossauro-irritator-ao-brasil.ghtml,"[""Irritator challengeri"", ""fósseis"", ""repatriação"", ""paleontologia"", ""Museu Estatal de História Natural de Stuttgart"", ""chapada do Araripe"", ""Ubirajara jubatus""]",POLITICA_CIENTIFICA_E_GOVERNANCA,Ciências Biológicas,INTERNACIONAL,"[""Museu Estatal de História Natural de Stuttgart"", ""Universidade de Portsmouth"", ""Museu de Paleontologia Plácido Cidade Nuvens""]","[""Luiz Inácio Lula da Silva"", ""David Martill""]"
21/05/2026,2026,ciência,Nasa: Missão Psyche produz novas imagens de Marte,https://www1.folha.uol.com.br/ciencia/2026/05/rumo-a-asteroide-missao-psyche-produz-novas-imagens-de-marte.shtml,"[""Nasa"", ""missão Psyche"", ""Marte"", ""asteroide"", ""Jim Bell"", ""Don Han"", ""Laboratório de Propulsão a Jato""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Nasa"", ""Universidade Estadual do Arizona"", ""Laboratório de Propulsão a Jato""]","[""Jim Bell"", ""Don Han""]"
21/05/2026,2026,ciência,SpaceX adia lançamento de nova versão do foguete Starship,https://www1.folha.uol.com.br/ciencia/2026/05/spacex-desiste-de-lancar-nova-versao-do-foguete-starship.shtml,"[""SpaceX"", ""Starship"", ""Luna"", ""Marte"", ""Elon Musk"", ""Boca Chica"", ""Nasa"", ""Super-Heavy""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""Nasa""]","[""Elon Musk""]"
21/05/2026,2026,ciência,Aumento de câncer em jovens: o que estudo do Reino Unido descobriu e como resultados refletem realidade brasileira,https://www.bbc.com/portuguese/articles/cg4pqgd2e1go,"[""câncer"", ""jovens"", ""estudo"", ""Reino Unido"", ""oncologia"", ""Brasil"", ""fatores de risco"", ""IMC""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""BMJ Oncology"", ""Rede São Camilo"", ""Oncoclínicas""]","[""Raphael Brandão"", ""Carlos Gil Ferreira""]"
21/05/2026,2026,blog longevidade: modo de usar,"Não nos preparamos, física e mentalmente, para viver vidas longas",https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2026/05/21/nao-nos-preparamos-fisica-e-mentalmente-para-viver-vidas-longas.ghtml,"[""longevidade"", ""inteligência artificial"", ""medicina de precisão"", ""educação financeira"", ""marketing"", ""políticas públicas"", ""experiências intergeracionais""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,INTERNACIONAL,"[""Singapura""]","[""Michael Clinton""]"
21/05/2026,2026,fato ou fake,Documento da Pfizer não diz que vacina da Covid-19 causou hantavírus,https://g1.globo.com/fato-ou-fake/noticia/2026/05/21/e-fake-que-pfizer-listou-infeccao-por-hantavirus-como-efeito-colateral-de-vacina-contra-covid-19.ghtml,"[""Pfizer"", ""vacina"", ""hantavírus"", ""FDA"", ""Anvisa"", ""OMS"", ""eventos adversos""]",RISCO_E_AMEACA,Ciências da Saúde,NACIONAL,"[""Pfizer"", ""Food and Drug Administration"", ""Agência Nacional de Vigilância Sanitária"", ""Organização Mundial da Saúde""]","[""Tedros Adhanom Ghebreyesus""]"
21/05/2026,2026,ciência,Gripe aviária afeta ursos-polares pela primeira vez; contaminação preocupa,https://www.cnnbrasil.com.br/ciencia/gripe-aviaria-atinge-ursos-polares-na-noruega/,"[""gripe aviária"", ""ursos-polares"", ""Instituto Veterinário Norueguês"", ""contaminação"", ""Noruega"", ""vírus H5N5"", ""Instituto Polar Norueguês""]",RISCO_E_AMEACA,Ciências Biológicas,INTERNACIONAL,"[""Instituto Veterinário Norueguês"", ""Instituto Polar Norueguês""]","[""Thiago Félix""]"
21/05/2026,2026,ciência,"Belugas se reconhecem em espelho, sugere estudo",https://www1.folha.uol.com.br/ciencia/2026/05/belugas-reconhecem-a-propria-imagem-em-espelho-sugere-estudo.shtml,"[""belugas"", ""reconhecimento"", ""espelho"", ""comportamento"", ""Hunter College"", ""cognição"", ""cetáceos""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Hunter College""]","[""Diane Reiss""]"
22/05/2026,2026,ciência,"'Quando as pessoas ouvem a mesma música, nossos corações e nossa atividade cerebral se sincronizam'",https://www.bbc.com/portuguese/articles/ckgp21dzrk4o,"[""neuropsiquiatria"", ""conectoma humano"", ""sincronização"", ""atividade cerebral"", ""música"", ""melancolia"", ""criatividade"", ""Instituto Nacional de Neurologia e Neurocirurgia""]",DESCOBERTA_CIENTIFICA,Ciências da Saúde,INTERNACIONAL,"[""Instituto Nacional de Neurologia e Neurocirurgia"", ""Banco Bilbao Vizcaya Argentaria""]","[""Jesús Ramírez Bermúdez""]"
22/05/2026,2026,ciência,Vacina britânica contra Ebola pode ficar pronta para testes em meses,https://www.bbc.com/portuguese/articles/cx21rq97597o,"[""vacina"", ""Ebola"", ""Universidade de Oxford"", ""variante Bundibugyo"", ""Organização Mundial da Saúde"", ""emergência sanitária""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,INTERNACIONAL,"[""Universidade de Oxford"", ""Organização Mundial da Saúde""]",[]
22/05/2026,2026,fato ou fake,"Nome 'hantavírus' vem de rio na Coreia do Sul, não do hebraico",https://g1.globo.com/fato-ou-fake/noticia/2026/05/22/e-fake-que-nome-do-hantavirus-venha-do-hebraico-termo-faz-referencia-ao-rio-hantan-na-coreia-do-sul.ghtml,"[""hantavírus"", ""rio Hantan"", ""Coreia do Sul"", ""Ho Wang Lee"", ""Instituto Oswaldo Cruz"", ""roedores"", ""febre hemorrágica""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Ciências da Saúde,INTERNACIONAL,"[""Instituto Oswaldo Cruz""]","[""Ho Wang Lee"", ""Elba Lemos""]"
22/05/2026,2026,ciência,SpaceX pretende fazer 10 mil lançamentos por ano ao espaço,https://www1.folha.uol.com.br/ciencia/2026/05/spacex-pretende-alcancar-10-mil-lancamentos-por-ano-ao-espaco.shtml,"[""SpaceX"", ""lançamentos"", ""FAA"", ""satélites"", ""Gwynne Shotwell"", ""Elon Musk"", ""segurança"", ""inovação""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""Administração Federal de Aviação""]","[""Bryan Bedford"", ""Gwynne Shotwell"", ""Elon Musk""]"
22/05/2026,2026,ciência,SpaceX lança nova versão do foguete Starship,https://www1.folha.uol.com.br/ciencia/2026/05/spacex-tenta-lancar-foguete-starship-nesta-sexta-feira-22-acompanhe.shtml,"[""SpaceX"", ""Starship"", ""exploração espacial"", ""Elon Musk"", ""satélites"", ""tecnologia de foguetes"", ""lançamento"", ""investimentos""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""SpaceX""]","[""Elon Musk""]"
22/05/2026,2026,ciência,Departamento de Defesa dos EUA libera novos arquivos óvni,https://www1.folha.uol.com.br/ciencia/2026/05/eua-divulgam-segundo-lote-de-documentos-oficiais-sobre-ovnis.shtml,"[""Departamento de Defesa"", ""óvnis"", ""avistamentos"", ""fenômenos anômalos"", ""Sandia"", ""Novo México""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Departamento de Defesa dos Estados Unidos""]","[""Donald Trump"", ""Pete Hegseth""]"
22/05/2026,2026,ciência,Capes lança edital com bolsa mensal de R$ 5.200 para mães,https://www1.folha.uol.com.br/ciencia/2026/05/capes-lanca-edital-com-bolsa-mensal-de-r-5200-para-maes-pesquisadoras.shtml,"[""Capes"", ""bolsas de pós-doutorado"", ""mães pesquisadoras"", ""equidade de gênero"", ""pesquisa acadêmica"", ""iniciativa"", ""investimento""]",POLITICA_CIENTIFICA_E_GOVERNANCA,Ciências Humanas,NACIONAL,"[""Capes"", ""MEC""]",[]
22/05/2026,2026,ciência,Colossal: pintinhos eclodem de ovo artificial com sucesso,https://www1.folha.uol.com.br/ciencia/2026/05/empresa-faz-pintinhos-nascerem-de-ovo-artificial-mantendo-viva-esperanca-de-reviver-especies-extintas.shtml,"[""Colossal Biosciences"", ""ovo artificial"", ""desextinção"", ""moa"", ""biotecnologia"", ""embriões"", ""clonagem"", ""DNA antigo""]",INOVACAO_TECNOLOGICA,Interdisciplinar,INTERNACIONAL,"[""Colossal Biosciences""]","[""Ben Lamm""]"
22/05/2026,2026,ciência,Grande Pirâmide de Gizé tem estrutura à prova de terremoto,https://www1.folha.uol.com.br/ciencia/2026/05/sofisticada-estrutura-da-grande-piramide-de-gize-a-protege-de-terremotos.shtml,"[""Grande Pirâmide de Gizé"", ""terremoto"", ""sismômetros"", ""dinâmica estrutural"", ""Mohamed ElGabry"", ""NRIAG"", ""Asem Salama""]",DESCOBERTA_CIENTIFICA,Engenharias,INTERNACIONAL,"[""Instituto Nacional de Pesquisa em Astronomia e Geofísica""]","[""Mohamed ElGabry"", ""Asem Salama""]"
23/05/2026,2026,ciência,O 'último cidadão soviético': o cosmonauta 'abandonado' no espaço há 35 anos durante o colapso da União Soviética,https://www.bbc.com/portuguese/articles/c0m2jzyynplo,"[""Sergei Krikalev"", ""União Soviética"", ""estação espacial Mir"", ""corrida espacial"", ""Baikonur"", ""Perestroika""]",PERSONALIZACAO_E_HUMANIZACAO,Interdisciplinar,INTERNACIONAL,"[""Instituto de Mecânica de Leningrado""]","[""Sergei Krikalev"", ""Helen Sharman"", ""Anatoly Artsebarsky"", ""Mikhail Gorbachev""]"
23/05/2026,2026,ciência,"América Latina entra em era de extremos climáticos, aponta relatório",https://www.cnnbrasil.com.br/ciencia/america-latina-entra-em-era-de-extremos-climaticos-aponta-relatorio/,"[""clima"", ""extremos climáticos"", ""geleiras"", ""abastecimento de água"", ""Organização Meteorológica Mundial"", ""Cemaden"", ""furacão Melissa"", ""Jamaica""]",RISCO_E_AMEACA,Ciências Ambientais,INTERNACIONAL,"[""Organização Meteorológica Mundial"", ""Centro Nacional de Monitoramento e Alertas de Desastres Naturais""]","[""José Marengo"", ""Manuella Dal Mas""]"
23/05/2026,2026,ciência,O 'último cidadão soviético',https://g1.globo.com/ciencia/noticia/2026/05/23/o-ultimo-cidadao-sovietico.ghtml,"[""Sergei Krikalev"", ""Estação Espacial Internacional"", ""União Soviética"", ""missão espacial"", ""cosmonauta"", ""Mir"", ""Baikonur"", ""Perestroika""]",PERSONALIZACAO_E_HUMANIZACAO,Interdisciplinar,INTERNACIONAL,"[""NASA""]","[""Sergei Krikalev"", ""Helen Sharman"", ""Anatoly Artsebarsky"", ""Mikhail Gorbachev""]"
23/05/2026,2026,ciência,"Mudanças climáticas estão alterando “amizades” de macacos, mostra estudo",https://www.cnnbrasil.com.br/ciencia/mudancas-climaticas-estao-alterando-amizades-de-macacos-mostra-estudo/,"[""mudanças climáticas"", ""macacos-prego"", ""comportamento social"", ""competição"", ""cooperação"", ""Max Planck Institute"", ""Universidade de Konstanz"", ""UCLA""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Max Planck Institute of Animal Behavior"", ""Universidade de Konstanz"", ""Universidade da California, Los Angeles""]",[]
23/05/2026,2026,ciência,Vírus da Covid: variantes no esgoto antecipam internações,https://www1.folha.uol.com.br/ciencia/2026/05/deteccao-de-variantes-de-coronavirus-no-esgoto-pode-antecipar-alta-de-internacoes-por-covid.shtml,"[""Sars-CoV-2"", ""diversidade genética"", ""Covid"", ""rede de esgoto"", ""hospitalizações"", ""transmissão comunitária"", ""análise estatística"", ""sistema de alerta precoce""]",DESCOBERTA_CIENTIFICA,Ciências da Saúde,INTERNACIONAL,"[""Escola Maxwell de Cidadania e Assuntos Públicos de Syracuse"", ""Universidade de Syracuse"", ""Departamento de Saúde Estadual de Nova York"", ""Universidade de Albany""]","[""Dustin Hill"", ""David Larsen"", ""Ian Vasconcellos Caldas""]"
23/05/2026,2026,ciência,Por que as tartarugas conseguem viver por quase 200 anos? Entenda,https://www.cnnbrasil.com.br/ciencia/quanto-tempo-vive-uma-tartaruga-conheca-especies-mais-longevas/,"[""tartarugas"", ""longevidade"", ""genética"", ""sistema imunológico"", ""apoptose"", ""USP"", ""Jonathan""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""USP""]",[]
23/05/2026,2026,ciência,Telescópio detecta formação de nuvens em planeta a 690 anos-luz da Terra,https://www.cnnbrasil.com.br/ciencia/telescopio-detecta-formacao-de-nuvens-em-planeta-a-690-anos-luz-da-terra/,"[""exoplaneta"", ""WASP-94 A b"", ""Telescópio Espacial James Webb"", ""nuvens"", ""atmosfera"", ""minerais"", ""ciclo meteorológico""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""James Webb"", ""Nature""]",[]
23/05/2026,2026,ciência,China lança missão com primeira astronauta de Hong Kong neste domingo (24),https://www.cnnbrasil.com.br/ciencia/china-lanca-missao-com-primeira-astronauta-de-hong-kong-neste-domingo-24/,"[""China"", ""taikonauta"", ""Li Jiaying"", ""programa espacial"", ""Shenzhou-23"", ""ciências da vida espacial"", ""microgravidade"", ""desenvolvimento científico""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Centro de Lançamento de Satélites de Jiuquan"", ""agência espacial tripulada chinesa""]","[""Li Jiaying"", ""Zhang Jingbo"", ""Zhu Yangzhu"", ""John Lee"", ""Thiago S. Gonçalves""]"
23/05/2026,2026,ciência,"Lagartos assexuados, nascimentos virginais e clones: as espécies exclusivamente femininas do reino animal",https://www1.folha.uol.com.br/ciencia/2026/05/lagartos-assexuados-nascimentos-virginais-e-clones-as-especies-exclusivamente-femininas-do-reino-animal.shtml,"[""molinésia-amazona"", ""reprodução assexuada"", ""clonagem"", ""diversidade genética"", ""conversão gênica"", ""catraca de Müller""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,[],[]
24/05/2026,2026,ciência,Perseverance está perto de completar maratona em Marte,https://www1.folha.uol.com.br/ciencia/2026/05/explorando-marte-rover-perseverance-esta-perto-de-completar-maratona.shtml,"[""Perseverance"", ""Marte"", ""Nasa"", ""cratera Jezero"", ""vida antiga"", ""geologia"", ""clima"", ""amostras""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Nasa"", ""Instituto de Tecnologia da Califórnia""]","[""Robert Hogg"", ""Ken Farley""]"
24/05/2026,2026,blog longevidade: modo de usar,Por que o câncer de pâncreas é um desafio para médicos e pacientes,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2026/05/24/por-que-o-cancer-de-pancreas-e-um-desafio-para-medicos-e-pacientes.ghtml,"[""câncer de pâncreas"", ""diagnóstico"", ""tratamento"", ""icterícia"", ""PanIN"", ""sobrevida"", ""pesquisadores"", ""Brasil""]",RISCO_E_AMEACA,Ciências da Saúde,NACIONAL,"[""Global Burden of Diseases, Injuries, and Risk Factors Study""]",[]
24/05/2026,2026,ciência,China lança missão e astronauta passará um ano no espaço pela 1ª vez,https://g1.globo.com/ciencia/noticia/2026/05/24/china-lanca-missao-para-se-preparar-para-ida-a-lua-astronauta-chines-passara-um-ano-no-espaco-pela-primeira-vez.ghtml,"[""missão espacial"", ""astronauta"", ""estação espacial"", ""Tiangong"", ""microgravidade"", ""China"", ""investimentos"", ""experimentos""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Agência Espacial Tripulada da China"", ""Universidade Macquarie""]","[""Li Jiaying"", ""Zhu Yangzhu"", ""Zhang Zhiyuan"", ""Richard de Grijs""]"
24/05/2026,2026,ciência,"Como é o Jardim dos Venenos, que abriga mais de 100 plantas tóxicas, incluindo a mais venenosa do mundo",https://www.bbc.com/portuguese/articles/cn8pdz75g93o,"[""Jardim dos Venenos"", ""plantas tóxicas"", ""Ricinus communis"", ""mamona"", ""toxinas"", ""Alnwick"", ""segurança""]",RISCO_E_AMEACA,Ciências Biológicas,NACIONAL,"[""castelo de Alnwick""]","[""Dean Smith""]"
24/05/2026,2026,ciência,China envia astronauta para passar 1 ano no espaço,https://www1.folha.uol.com.br/ciencia/2026/05/china-enviara-astronauta-para-estadia-de-1-ano-no-espaco-um-recorde-para-o-pais.shtml,"[""China"", ""astronauta"", ""estação Tiangong"", ""missão espacial"", ""estudo"", ""radiação"", ""corrida lunar"", ""Nasa""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Nasa"", ""SpaceX""]","[""Li Jiaying"", ""Zhu Yangzhu"", ""Zhang Yuanzhi""]"
24/05/2026,2026,ciência,Bactérias usam truque ancestral de guerra para enganar vírus; entenda,https://www.cnnbrasil.com.br/ciencia/bacterias-usam-truque-ancestral-de-guerra-para-enganar-virus-entenda/,"[""bactérias"", ""defesa antiviral"", ""enzimas"", ""E. coli"", ""biologia sintética"", ""câncer"", ""Universidade de Copenhague""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Copenhague""]","[""Rafael Pinilla-Redondo"", ""Thiago Félix""]"
24/05/2026,2026,ciência,DNA traça genealogia dos construtores de túmulos de pedra,https://www1.folha.uol.com.br/ciencia/2026/05/dna-traca-genealogia-dos-construtores-de-tumulos-de-pedra-na-europa.shtml,"[""DNA"", ""genealogia"", ""túmulos"", ""monumentos"", ""Europa"", ""Nicolas Antonio da Silva"", ""Universidade de Kiel"", ""Neolítico Tardio""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Instituto de Biologia Molecular Clínica"", ""Universidade de Kiel""]","[""Nicolas Antonio da Silva""]"
25/05/2026,2026,ciência,Covid-19: redução de presença humana afetou vida selvagem,https://www1.folha.uol.com.br/ciencia/2026/05/reducao-de-presenca-humana-alterou-a-vida-de-outros-animais-na-pandemia-de-covid.shtml,"[""Covid-19"", ""vida selvagem"", ""presença humana"", ""espécies"", ""biodiversidade"", ""Universidade da Califórnia"", ""Zoológico Nacional"", ""Iniciativa de Biomonitoramento""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade da Califórnia"", ""Zoológico Nacional"", ""Instituto de Biologia da Conservação do Smithsonian""]","[""Ruth Oliver"", ""Scott Yanco""]"
25/05/2026,2026,ciência,'Último cidadão soviético': o cosmonauta 'abandonado',https://www1.folha.uol.com.br/ciencia/2026/05/o-ultimo-cidadao-sovietico-o-cosmonauta-abandonado-no-espaco-ha-35-anos-durante-o-colapso-da-uniao-sovietica.shtml,"[""Sergei Krikalev"", ""estação Mir"", ""União Soviética"", ""corrida espacial"", ""Perestroika"", ""cosmonauta"", ""Cazaquistão""]",PERSONALIZACAO_E_HUMANIZACAO,Interdisciplinar,INTERNACIONAL,"[""Instituto de Mecânica de Leningrado""]","[""Sergei Krikalev"", ""Mikhail Gorbachev""]"
26/05/2026,2026,ciência,Exoplaneta Júpiter quente tem manhãs nubladas e tardes limpas,https://g1.globo.com/ciencia/noticia/2026/05/26/jupiter-quente-cientistas-descobrem-exoplaneta-com-manhas-nubladas-e-tardes-sem-nuvens.ghtml,"[""exoplaneta"", ""Júpiter quente"", ""atmosfera"", ""telescópio James Webb"", ""ciclo meteorológico"", ""aerossóis"", ""nuvens"", ""radiação estelar""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Science"", ""James Webb Space Telescope""]",[]
26/05/2026,2026,ciência,O que explica resistência da Grande Pirâmide de Gizé a terremotos,https://g1.globo.com/ciencia/noticia/2026/05/26/o-que-explica-resistencia-da-grande-piramide-de-gize-a-terremotos.ghtml,"[""Grande Pirâmide de Gizé"", ""terremotos"", ""construtores egípcios"", ""estabilidade estrutural"", ""vibrações ambientais"", ""frequência natural"", ""geometria simétrica"", ""Câmara do Rei""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Instituto Nacional de Pesquisa em Astronomia e Geofísica"", ""Scientific Reports""]","[""Mohamed ElGabry""]"
26/05/2026,2026,ciência,Missões para construção de base na Lua devem começar neste ano,https://g1.globo.com/ciencia/noticia/2026/05/26/nasa-plano-base-lua.ghtml,"[""Nasa"", ""Lua"", ""missões"", ""Artemis"", ""exploração espacial"", ""base lunar"", ""radiação"", ""clima extremo""]",DESCOBERTA_CIENTIFICA,Engenharias,INTERNACIONAL,"[""Nasa""]","[""Jared Isaacman"", ""Lori Glaze""]"
26/05/2026,2026,ciência,Diagnóstico de TDAH: pesquisa identifica 3 tipos cerebrais diferentes do transtorno,https://www.bbc.com/portuguese/articles/c8r83mjr33ro,"[""TDAH"", ""neurobiologia"", ""biotipos"", ""tratamento"", ""ressonância magnética"", ""Guilherme Polanczyk"", ""Universidade de Sichuan""]",DESCOBERTA_CIENTIFICA,Ciências da Saúde,INTERNACIONAL,"[""USP"", ""Instituto de Psiquiatria"", ""Universidade de Sichuan""]","[""Guilherme Polanczyk"", ""Qiyong Gong""]"
